Datum,Verzija,Modra_Stran,Rdeca_Stran,Zmagovalec,Modri_Igralci,Rdeci_Igralci,Liga
2015-04-04,,Gamtee,Snake Esports,Snake Esports,"['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-04-04,,Star Horn Royal Club,Energy Pacemaker,Star Horn Royal Club,"['Cola', ' Blank', ' corn', ' NaMei', ' Zero']","['AmazingJ', ' Drizzle', ' Raphael', ' ZangAo', ' x1u']",LPL
2015-04-04,,Energy Pacemaker,Star Horn Royal Club,Star Horn Royal Club,"['AmazingJ', ' Drizzle', ' Raphael', ' ZangAo', ' x1u']","['Cola', ' Blank', ' corn', ' NaMei', ' Zero']",LPL
2015-04-03,,Team WE,EDward Gaming,Team WE,"['Aluka', ' Spirit', ' xiye', ' Mystic', ' YuZhe']","['Koro1', ' ClearLove', ' U', ' Deft', ' meiko']",LPL
2015-04-03,,EDward Gaming,Team WE,EDward Gaming,"['Koro1', ' ClearLove', ' U', ' Deft', ' meiko']","['Aluka', ' Spirit', ' xiye', ' Mystic', ' YuZhe']",LPL
2015-04-03,,Star Horn Royal Club,Vici Gaming,Vici Gaming,"['Cola', ' Blank', ' corn', ' NaMei', ' Zero']","['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']",LPL
2015-04-03,,Vici Gaming,Star Horn Royal Club,Vici Gaming,"['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']","['Cola', ' Blank', ' corn', ' NaMei', ' Zero']",LPL
2015-04-03,,Team King,LGD Gaming,Team King,"['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']","['Flame', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-04-03,,LGD Gaming,Team King,LGD Gaming,"['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']","['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']",LPL
2015-04-03,,Oh My God,Energy Pacemaker,Oh My God,"['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']","['AmazingJ', ' Captain57', ' Luo', ' ZangAo', ' x1u']",LPL
2015-04-03,,Energy Pacemaker,Oh My God,Energy Pacemaker,"['AmazingJ', ' Captain57', ' Luo', ' ZangAo', ' x1u']","['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']",LPL
2015-03-21,,LGD Gaming,Team WE,Team WE,"['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']","['Aluka', ' Spirit', ' xiye', ' Mystic', ' YuZhe']",LPL
2015-03-21,,Oh My God,Invictus Gaming,Invictus Gaming,"['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']","['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-03-21,,Masters 3,LGD Gaming,Masters 3,"['Looper', ' Condi', ' dade', ' Candy', ' Lovecd']","['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-03-21,,Team WE,LGD Gaming,LGD Gaming,"['Aluka', ' Spirit', ' xiye', ' Mystic', ' YuZhe']","['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-03-21,,Invictus Gaming,Oh My God,Invictus Gaming,"['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']",LPL
2015-03-21,,LGD Gaming,Masters 3,LGD Gaming,"['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']","['Looper', ' Condi', ' dade', ' Candy', ' Lovecd']",LPL
2015-03-21,,Masters 3,EDward Gaming,EDward Gaming,"['Looper', ' Condi', ' dade', ' Candy', ' Lovecd']","['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']",LPL
2015-03-21,,Team WE,Star Horn Royal Club,Team WE,"['Aluka', ' Spirit', ' xiye', ' Mystic', ' YuZhe']","['Cola', ' inSec', ' corn', ' NaMei', ' Zero']",LPL
2015-03-21,,Snake Esports,Oh My God,Oh My God,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']",LPL
2015-03-21,,EDward Gaming,Masters 3,EDward Gaming,"['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']","['Looper', ' Condi', ' dade', ' Candy', ' Lovecd']",LPL
2015-03-21,,Star Horn Royal Club,Team WE,Team WE,"['Cola', ' inSec', ' corn', ' NaMei', ' Zero']","['Aluka', ' Spirit', ' xiye', ' Mystic', ' YuZhe']",LPL
2015-03-21,,Oh My God,Snake Esports,Snake Esports,"['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-03-21,,Oh My God,Team King,Team King,"['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']","['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']",LPL
2015-03-21,,Gamtee,EDward Gaming,EDward Gaming,"['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']","['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']",LPL
2015-03-21,,Gamtee,Invictus Gaming,Invictus Gaming,"['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']","['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-03-21,,Team King,Oh My God,Oh My God,"['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']","['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']",LPL
2015-03-21,,EDward Gaming,Gamtee,EDward Gaming,"['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']","['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']",LPL
2015-03-21,,Invictus Gaming,Gamtee,Gamtee,"['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']",LPL
2015-03-21,,Snake Esports,Vici Gaming,Vici Gaming,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']",LPL
2015-03-21,,Energy Pacemaker,Snake Esports,Snake Esports,"['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-03-21,,Star Horn Royal Club,Team King,Star Horn Royal Club,"['GodLike', ' inSec', ' corn', ' NaMei', ' Zero']","['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']",LPL
2015-03-21,,Vici Gaming,Snake Esports,Vici Gaming,"['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-03-21,,Snake Esports,Energy Pacemaker,Snake Esports,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']",LPL
2015-03-21,,Team King,Star Horn Royal Club,Team King,"['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']","['GodLike', ' inSec', ' corn', ' NaMei', ' Zero']",LPL
2015-03-20,,Star Horn Royal Club,EDward Gaming,EDward Gaming,"['GodLike', ' inSec', ' corn', ' NaMei', ' Zero']","['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']",LPL
2015-03-20,,EDward Gaming,Star Horn Royal Club,EDward Gaming,"['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']","['GodLike', ' inSec', ' corn', ' NaMei', ' Zero']",LPL
2015-03-20,,Oh My God,Team WE,Oh My God,"['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']","['Aluka', ' Spirit', ' xiye', ' Mystic', ' YuZhe']",LPL
2015-03-20,,Team WE,Oh My God,Team WE,"['Aluka', ' Spirit', ' xiye', ' Mystic', ' YuZhe']","['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']",LPL
2015-03-20,,Vici Gaming,Gamtee,Vici Gaming,"['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']","['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']",LPL
2015-03-20,,Gamtee,Vici Gaming,Vici Gaming,"['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']","['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']",LPL
2015-03-20,,Snake Esports,Invictus Gaming,Invictus Gaming,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-03-20,,Invictus Gaming,Snake Esports,Snake Esports,"['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-03-14,,Oh My God,Masters 3,Oh My God,"['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']","['Looper', ' Condi', ' dade', ' Candy', ' Lovecd']",LPL
2015-03-14,,Masters 3,Oh My God,Oh My God,"['Looper', ' Condi', ' dade', ' Candy', ' Lovecd']","['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']",LPL
2015-03-14,,Invictus Gaming,EDward Gaming,EDward Gaming,"['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']",LPL
2015-03-14,,EDward Gaming,Invictus Gaming,EDward Gaming,"['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']","['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-03-14,,Gamtee,Energy Pacemaker,Gamtee,"['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']","['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']",LPL
2015-03-14,,Energy Pacemaker,Gamtee,Energy Pacemaker,"['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']","['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']",LPL
2015-03-14,,Snake Esports,LGD Gaming,Snake Esports,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-03-14,,LGD Gaming,Snake Esports,LGD Gaming,"['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-03-13,,Energy Pacemaker,Team King,Team King,"['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']","['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']",LPL
2015-03-13,,Team King,Energy Pacemaker,Team King,"['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']","['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']",LPL
2015-03-13,,LGD Gaming,EDward Gaming,EDward Gaming,"['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']","['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']",LPL
2015-03-13,,Vici Gaming,Invictus Gaming,Invictus Gaming,"['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']","['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-03-13,,EDward Gaming,LGD Gaming,EDward Gaming,"['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']","['Flame', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-03-13,,Star Horn Royal Club,Gamtee,Star Horn Royal Club,"['GodLike', ' inSec', ' corn', ' NaMei', ' Zero']","['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']",LPL
2015-03-13,,Invictus Gaming,Vici Gaming,Vici Gaming,"['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']",LPL
2015-03-13,,Gamtee,Star Horn Royal Club,Star Horn Royal Club,"['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']","['GodLike', ' inSec', ' corn', ' NaMei', ' Zero']",LPL
2015-03-08,,Energy Pacemaker,Vici Gaming,Energy Pacemaker,"['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']","['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']",LPL
2015-03-08,,Oh My God,Star Horn Royal Club,Oh My God,"['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']","['Cola', ' inSec', ' corn', ' Wei', ' Zero']",LPL
2015-03-08,,Star Horn Royal Club,Oh My God,Oh My God,"['Cola', ' inSec', ' corn', ' Wei', ' Zero']","['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']",LPL
2015-03-08,,EDward Gaming,Snake Esports,Snake Esports,"['Koro1', ' Blackloli', ' PawN', ' Deft', ' meiko']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-03-08,,Snake Esports,EDward Gaming,EDward Gaming,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Koro1', ' Blackloli', ' PawN', ' Deft', ' meiko']",LPL
2015-03-08,,Masters 3,Gamtee,Masters 3,"['Looper', ' Condi', ' dade', ' Candy', ' Lovecd']","['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']",LPL
2015-03-08,,Gamtee,Masters 3,Gamtee,"['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']","['Looper', ' Condi', ' dade', ' Candy', ' Lovecd']",LPL
2015-03-08,,Vici Gaming,Energy Pacemaker,Vici Gaming,"['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']","['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']",LPL
2015-03-07,,Oh My God,Gamtee,Gamtee,"['Gogoing', ' LoveLing', ' Cool', ' san', ' xiyang']","['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']",LPL
2015-03-07,,Gamtee,Oh My God,Oh My God,"['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']","['Gogoing', ' LoveLing', ' Cool', ' san', ' xiyang']",LPL
2015-03-07,,Masters 3,Team WE,Masters 3,"['Looper', ' Condi', ' dade', ' Candy', ' Lovecd']","['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']",LPL
2015-03-07,,Team WE,Masters 3,Masters 3,"['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']","['Looper', ' Condi', ' dade', ' Candy', ' Lovecd']",LPL
2015-03-07,,Invictus Gaming,Energy Pacemaker,Invictus Gaming,"['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']",LPL
2015-03-07,,Energy Pacemaker,Invictus Gaming,Energy Pacemaker,"['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']","['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-03-07,,Snake Esports,Team King,Snake Esports,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']",LPL
2015-03-07,,Team King,Snake Esports,Snake Esports,"['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-03-06,,Oh My God,Vici Gaming,Oh My God,"['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']","['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']",LPL
2015-03-06,,Vici Gaming,Oh My God,Vici Gaming,"['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']","['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']",LPL
2015-03-06,,Snake Esports,Team WE,Snake Esports,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']",LPL
2015-03-06,,Team WE,Snake Esports,Team WE,"['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-03-06,,Star Horn Royal Club,LGD Gaming,LGD Gaming,"['Cola', ' inSec', ' corn', ' Wei', ' Zero']","['Flame', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-03-06,,LGD Gaming,Star Horn Royal Club,LGD Gaming,"['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']","['Cola', ' inSec', ' corn', ' Wei', ' Zero']",LPL
2015-03-06,,Team King,Masters 3,Team King,"['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']","['Looper', ' Condi', ' dade', ' Candy', ' Lovecd']",LPL
2015-03-06,,Masters 3,Team King,Masters 3,"['Looper', ' Condi', ' dade', ' Candy', ' Lovecd']","['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']",LPL
2015-03-01,,Team WE,Vici Gaming,Team WE,"['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']","['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']",LPL
2015-03-01,,Vici Gaming,Team WE,Vici Gaming,"['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']","['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']",LPL
2015-03-01,,Star Horn Royal Club,Masters 3,Masters 3,"['Cola', ' inSec', ' corn', ' Wei', ' Zero']","['Looper', ' DreamS', ' dade', ' Candy', ' Lovecd']",LPL
2015-03-01,,Masters 3,Star Horn Royal Club,Star Horn Royal Club,"['Looper', ' DreamS', ' dade', ' Candy', ' Lovecd']","['Cola', ' inSec', ' corn', ' Wei', ' Zero']",LPL
2015-03-01,,EDward Gaming,Team King,Team King,"['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']","['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']",LPL
2015-03-01,,Team King,EDward Gaming,EDward Gaming,"['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']","['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']",LPL
2015-03-01,,LGD Gaming,Energy Pacemaker,LGD Gaming,"['Flame', ' TBQ', ' We1less', ' imp', ' Pyl']","['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']",LPL
2015-03-01,,Energy Pacemaker,LGD Gaming,Energy Pacemaker,"['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']","['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-02-28,,Team King,Vici Gaming,Team King,"['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']","['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']",LPL
2015-02-28,,Vici Gaming,Team King,Vici Gaming,"['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']","['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']",LPL
2015-02-28,,Team WE,Invictus Gaming,Team WE,"['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']","['Zzitai', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-02-28,,Invictus Gaming,Team WE,Team WE,"['Pokemon', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']",LPL
2015-02-28,,Snake Esports,Masters 3,Masters 3,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Looper', ' DreamS', ' dade', ' Candy', ' Lovecd']",LPL
2015-02-28,,Masters 3,Snake Esports,Masters 3,"['Looper', ' DreamS', ' dade', ' Candy', ' Lovecd']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-02-28,,Star Horn Royal Club,Energy Pacemaker,Energy Pacemaker,"['Cola', ' inSec', ' corn', ' Wei', ' Zero']","['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']",LPL
2015-02-28,,Energy Pacemaker,Star Horn Royal Club,Energy Pacemaker,"['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']","['Cola', ' inSec', ' corn', ' Wei', ' Zero']",LPL
2015-02-27,,EDward Gaming,Oh My God,EDward Gaming,"['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']","['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Cloud']",LPL
2015-02-27,,Oh My God,EDward Gaming,Oh My God,"['Gogoing', ' LoveLing', ' Cool', ' san', ' xiyang']","['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']",LPL
2015-02-27,,Team WE,Team King,Team King,"['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']","['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']",LPL
2015-02-27,,Team King,Team WE,Team King,"['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']","['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']",LPL
2015-02-27,,Gamtee,LGD Gaming,Gamtee,"['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']","['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-02-27,,LGD Gaming,Gamtee,LGD Gaming,"['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']","['LetMe', ' hu1', ' xiaohu', ' Tale', ' SinkDream']",LPL
2015-02-27,,Vici Gaming,Energy Pacemaker,Vici Gaming,"['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']","['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']",LPL
2015-02-27,,Energy Pacemaker,Vici Gaming,Vici Gaming,"['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']","['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']",LPL
2015-02-15,,Invictus Gaming,Team King,Team King,"['Pokemon', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']",LPL
2015-02-15,,Team King,Invictus Gaming,Invictus Gaming,"['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']","['Pokemon', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-02-15,,Gamtee,Team WE,Team WE,"['LetMe', ' Danger', ' xiaohu', ' Tale', ' SinkDream']","['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']",LPL
2015-02-15,,Team WE,Gamtee,Gamtee,"['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']","['LetMe', ' Danger', ' xiaohu', ' Tale', ' SinkDream']",LPL
2015-02-15,,Energy Pacemaker,Masters 3,Masters 3,"['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']","['Looper', ' DreamS', ' dade', ' Candy', ' Lovecd']",LPL
2015-02-15,,Masters 3,Energy Pacemaker,Energy Pacemaker,"['Looper', ' DreamS', ' dade', ' Candy', ' Lovecd']","['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']",LPL
2015-02-15,,Star Horn Royal Club,Snake Esports,Snake Esports,"['Cola', ' inSec', ' corn', ' HYY', ' Zero']","['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']",LPL
2015-02-15,,Snake Esports,Star Horn Royal Club,Snake Esports,"['Flandre', ' Beast', ' BAKA', ' kRYST4L', ' Ella']","['Cola', ' inSec', ' corn', ' HYY', ' Zero']",LPL
2015-02-14,,Vici Gaming,Masters 3,Vici Gaming,"['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']","['Looper', ' Ruo', ' dade', ' Candy', ' Lovecd']",LPL
2015-02-14,,Masters 3,Vici Gaming,Vici Gaming,"['Looper', ' DreamS', ' dade', ' Candy', ' Lovecd']","['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']",LPL
2015-02-14,,Oh My God,LGD Gaming,Oh My God,"['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Luo']","['Flame', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-02-14,,Star Horn Royal Club,Invictus Gaming,Invictus Gaming,"['Cola', ' inSec', ' corn', ' HYY', ' Zero']","['Pokemon', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-02-14,,LGD Gaming,Oh My God,LGD Gaming,"['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']","['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Luo']",LPL
2015-02-14,,Invictus Gaming,Star Horn Royal Club,Invictus Gaming,"['Pokemon', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Cola', ' inSec', ' corn', ' HYY', ' Zero']",LPL
2015-02-14,,Gamtee,Team King,Gamtee,"['LetMe', ' Danger', ' xiaohu', ' Tale', ' SinkDream']","['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']",LPL
2015-02-14,,Team King,Gamtee,Gamtee,"['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']","['LetMe', ' Danger', ' xiaohu', ' Tale', ' SinkDream']",LPL
2015-02-13,,Team King,Oh My God,Oh My God,"['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']","['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Luo']",LPL
2015-02-13,,Oh My God,Team King,Oh My God,"['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Luo']","['Skye', ' Mlxg', ' Assassin', ' wuxin', ' Leyn']",LPL
2015-02-13,,Vici Gaming,LGD Gaming,LGD Gaming,"['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']","['Flame', ' TBQ', ' We1less', ' imp', ' Pyl']",LPL
2015-02-13,,LGD Gaming,Vici Gaming,LGD Gaming,"['Acorn', ' TBQ', ' We1less', ' imp', ' Pyl']","['Carry', ' DanDy', ' Hetong', ' Vasilii', ' Mata']",LPL
2015-02-13,,Invictus Gaming,Masters 3,Masters 3,"['Pokemon', ' KaKAO', ' RooKie', ' Kid', ' Kitties']","['Looper', ' DreamS', ' dade', ' Candy', ' Lovecd']",LPL
2015-02-13,,Masters 3,Invictus Gaming,Invictus Gaming,"['Looper', ' DreamS', ' dade', ' Candy', ' Lovecd']","['Pokemon', ' KaKAO', ' RooKie', ' Kid', ' Kitties']",LPL
2015-02-13,,Energy Pacemaker,EDward Gaming,EDward Gaming,"['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']","['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']",LPL
2015-02-13,,EDward Gaming,Energy Pacemaker,EDward Gaming,"['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']","['AmazingJ', ' Drizzle', ' Raphael', ' kane', ' x1u']",LPL
2015-02-08,,EDward Gaming,Team WE,EDward Gaming,"['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']","['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']",LPL
2015-02-08,,Team WE,EDward Gaming,EDward Gaming,"['Aluka', ' Spirit', ' Ninja', ' Styz', ' YuZhe']","['Koro1', ' ClearLove', ' PawN', ' Deft', ' meiko']",LPL
2015-02-08,,Gamtee,Oh My God,Gamtee,"['LetMe', ' Danger', ' xiaohu', ' Tale', ' SinkDream']","['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Luo']",LPL
2015-02-08,,Oh My God,Gamtee,Oh My God,"['Gogoing', ' LoveLing', ' Cool', ' Uzi', ' Luo']","['LetMe', ' Danger', ' xiaohu', ' Tale', ' SinkDream']",LPL
