Datum,Verzija,Modra_Stran,Rdeca_Stran,Zmagovalec,Modri_Igralci,Rdeci_Igralci,Liga
2023-04-17,13.6,Team BDS,Team Vitality,Team BDS,"['Adam', ' Sheo', ' nuc', ' Crownie', ' Labrov']","['Photon', ' Bo', ' Perkz', ' Upset', ' Kaiser']",LEC
2023-07-03,13.11,SK Gaming,Fnatic,SK Gaming,"['Irrelevant', ' Markoon', ' Sertuss', ' Exakick', ' Doss']","['Oscarinin', ' Razork', ' Humanoid', ' Noah', ' Trymbi']",LEC
2023-07-03,13.11,Team Heretics,G2 Esports,G2 Esports,"['Evi', ' Jankos', ' Vetheo', ' Flakked', ' Mersa']","['BrokenBlade', ' Yike', ' Caps', ' Hans Sama', ' Mikyx']",LEC
2023-07-03,13.11,KOI (Spanish Team),Astralis,KOI (Spanish Team),"['Szygenda', ' Malrang', ' Larssen', ' Comp', ' Advienne']","['Finn', ' 113', ' LIDER', ' Kobbe', ' JeongHoon']",LEC
2023-07-03,13.11,Team BDS,MAD Lions,Team BDS,"['Adam', ' Sheo', ' nuc', ' Crownie', ' Labrov']","['Chasy', ' Elyoya', ' Nisqy', ' Carzzy', ' Hylissang']",LEC
2023-07-03,13.11,Team Vitality,Excel Esports,Excel Esports,"['Photon', ' Daglas', ' Perkz', ' Upset', ' Kaiser']","['Odoamne', ' Peach', ' Abbedagge', ' Patrik', ' LIMIT']",LEC
2023-07-02,13.11,SK Gaming,MAD Lions,SK Gaming,"['Irrelevant', ' Markoon', ' Sertuss', ' Exakick', ' Doss']","['Chasy', ' Elyoya', ' Nisqy', ' Carzzy', ' Hylissang']",LEC
2023-07-02,13.11,Team BDS,Team Vitality,Team BDS,"['Adam', ' Sheo', ' nuc', ' Crownie', ' Labrov']","['Photon', ' Daglas', ' Perkz', ' Upset', ' Kaiser']",LEC
2023-07-02,13.11,Team Heretics,Fnatic,Fnatic,"['Evi', ' Jankos', ' Vetheo', ' Flakked', ' Mersa']","['Oscarinin', ' Razork', ' Humanoid', ' Noah', ' Trymbi']",LEC
2023-07-02,13.11,G2 Esports,KOI (Spanish Team),G2 Esports,"['BrokenBlade', ' Yike', ' Caps', ' Hans Sama', ' Mikyx']","['Szygenda', ' Malrang', ' Larssen', ' Comp', ' Advienne']",LEC
2023-07-02,13.11,Excel Esports,Astralis,Excel Esports,"['Odoamne', ' Peach', ' Abbedagge', ' Patrik', ' LIMIT']","['Finn', ' 113', ' LIDER', ' Kobbe', ' JeongHoon']",LEC
2023-07-01,13.11,MAD Lions,Team Heretics,Team Heretics,"['Chasy', ' Elyoya', ' Nisqy', ' Carzzy', ' Hylissang']","['Evi', ' Jankos', ' Vetheo', ' Flakked', ' Mersa']",LEC
2023-07-01,13.11,Fnatic,Team BDS,Fnatic,"['Oscarinin', ' Razork', ' Humanoid', ' Noah', ' Trymbi']","['Adam', ' Sheo', ' nuc', ' Crownie', ' Labrov']",LEC
2023-07-01,13.11,Excel Esports,G2 Esports,G2 Esports,"['Odoamne', ' Peach', ' Abbedagge', ' Patrik', ' LIMIT']","['BrokenBlade', ' Yike', ' Caps', ' Hans Sama', ' Mikyx']",LEC
2023-07-01,13.11,Team Vitality,KOI (Spanish Team),KOI (Spanish Team),"['Photon', ' Daglas', ' Perkz', ' Upset', ' Kaiser']","['Szygenda', ' Malrang', ' Larssen', ' Comp', ' Advienne']",LEC
2023-07-01,13.11,Astralis,SK Gaming,Astralis,"['Finn', ' 113', ' LIDER', ' Kobbe', ' JeongHoon']","['Irrelevant', ' Markoon', ' Sertuss', ' Exakick', ' Doss']",LEC
2023-06-26,13.11,Fnatic,Team Vitality,Fnatic,"['Oscarinin', ' Razork', ' Humanoid', ' Noah', ' Trymbi']","['Photon', ' Bo', ' Perkz', ' Upset', ' Kaiser']",LEC
2023-06-26,13.11,KOI (Spanish Team),SK Gaming,SK Gaming,"['Szygenda', ' Malrang', ' Larssen', ' Comp', ' Advienne']","['Irrelevant', ' Markoon', ' Sertuss', ' Exakick', ' Doss']",LEC
2023-06-26,13.11,G2 Esports,Astralis,G2 Esports,"['BrokenBlade', ' Yike', ' Caps', ' Hans Sama', ' Mikyx']","['Finn', ' 113', ' LIDER', ' Kobbe', ' JeongHoon']",LEC
2023-06-26,13.11,MAD Lions,Excel Esports,Excel Esports,"['Chasy', ' Elyoya', ' Nisqy', ' Carzzy', ' Hylissang']","['Odoamne', ' Peach', ' Abbedagge', ' Patrik', ' LIMIT']",LEC
2023-06-26,13.11,Team BDS,Team Heretics,Team Heretics,"['Agresivoo', ' Sheo', ' nuc', ' Crownie', ' Labrov']","['Evi', ' Jankos', ' Vetheo', ' Flakked', ' Mersa']",LEC
2023-06-25,13.11,MAD Lions,Fnatic,Fnatic,"['Chasy', ' Elyoya', ' Nisqy', ' Carzzy', ' Hylissang']","['Oscarinin', ' Razork', ' Humanoid', ' Noah', ' Trymbi']",LEC
2023-06-25,13.11,G2 Esports,SK Gaming,G2 Esports,"['BrokenBlade', ' Yike', ' Caps', ' Hans Sama', ' Mikyx']","['Irrelevant', ' Markoon', ' Sertuss', ' Exakick', ' Doss']",LEC
